Question,Answer
동계운동경기 장르에서 인기 있는 도서는 무엇인가요?,동계운동경기 장르에서 인기 있는 도서는 (볼수록 만만한) 스키 스노보드  입니다.
공익사업 장르에서 인기 있는 도서는 무엇인가요?,"공익사업 장르에서 인기 있는 도서는 비행기 타고 떠나는 여행, 박막례, 이대로 죽을 순 없다, 방송국에 간 도깨비, 유튜브 구독자 100만 만들기:구독자 340만 보겸의 알짜 노하우, 여행의 미래:밀레니얼의 여행은 어떻게 달라질 것인가?, 유튜버들:온라인 '관종'은 어떻게 TV를 뒤흔들고 새로운 스타 계급이 되었나, (크리에이터를 꿈꾸는 어린이를 위한) 유튜브 탐구 생활, 오래된 작은 가게 이야기:사람과 사람이 만나는 곳, 유튜브 젊은 부자들:구독자 0명에서 억대 연봉을 달성한 23인 성공 비결, (다시 뜨는 아시아의 별) 기회의 땅, 베트남 입니다."
문헌정보학 장르에서 인기 있는 도서는 무엇인가요?,"문헌정보학 장르에서 인기 있는 도서는 책 민들레 엄대섭 모두의 도서관을 꿈꾸다, 주니어 지식채널ⓔ:세상을 보는 다른 눈, 도서관 지식문화사:세상 모든 지식의 자리, 6000년의 시간을 갖다, 도서관에 핀 이야기꽃, 도서관은 살아 있다 :도서관은 도시의 거실  입니다."
경학 장르에서 인기 있는 도서는 무엇인가요?,"경학 장르에서 인기 있는 도서는 허풍이의 사서삼경 :신문수 선생님의 참 좋은 만화 , 처음 만나는 채근담 , (청소년을 위한) 이야기 사서삼경  입니다."
북아메리카(북미) 장르에서 인기 있는 도서는 무엇인가요?,"북아메리카(북미) 장르에서 인기 있는 도서는 1493, 1493:콜럼버스가 문을 연 호모제노센 세상, 인디언 마을 공화국  입니다."
프랑스 장르에서 인기 있는 도서는 무엇인가요?,"프랑스 장르에서 인기 있는 도서는 로맨틱, 파리, 귀족의 시대 탐미의 발견, 백년전쟁 1337~1453, 68혁명, 세계를 뒤흔든 상상력 :1968 시간여행 , 아카이브 취향, 왕의 목을 친 남자 , 프랑스혁명에 관한 성찰 입니다."
의학 장르에서 인기 있는 도서는 무엇인가요?,"의학 장르에서 인기 있는 도서는 영양소, 골든 아워, 청소년을 위한 의학 에세이:의학 인물 편, (세상을 바꿀) 미래 의학 설명서:유전자 편집부터 바이오프린팅까지 내 몸을 바꾸는 의공학의 비밀, 미술관에 간 의학자:의학의 눈으로 명화를 해부하다, 질병이 바꾼 세계의 역사:인류를 위협한 전염병과 최고 권력자들의 질병에 대한 기록, 당신이 생각조차 못 해 본 30년 후 의학이야기, (한 손에 잡히는) 생명윤리:난자 매매부터 유전자 특허까지, 서민 교수의 의학세계사, (오늘도 괜찮지 않은 당신을 위한) 반딧불 의원 입니다."
독일어 장르에서 인기 있는 도서는 무엇인가요?,"독일어 장르에서 인기 있는 도서는 (가장 쉬운) 독일어 첫걸음의 모든것 , (만만한 세계도전)독일어 첫걸음=Ein erster Schritt auf Deutsch fur souverane sprachliche Herausforderung, 국가대표 독일어 완전 첫걸음 입니다."
언어학 장르에서 인기 있는 도서는 무엇인가요?,"언어학 장르에서 인기 있는 도서는 세상에 이런 말이!, 왜요, 그 말이 어때서요?:나도 모르게 쓰는 차별의 언어, 미드 번역을 위한 공부법:미드 덕후에서 영상번역가로, 외국어 전파담:외국어는 어디에서 어디로, 누구에게 어떻게 전해졌는가, 다시, 책으로:순간접속의 시대에 책을 읽는다는 것, 좋아하는 일을 끝까지 해보겠습니다:어느 젊은 번역가의 생존 습관, 번역에 살고 죽고 :치열하고도 즐거운 번역 라이프, 말이 늦은 아이를 위한 부모 가이드 :아이의 언어발달을 돕는 하넨 센터의 부모교육 프로그램 , 언어의 우주에서 유쾌하게 항해하는 법:어느 ‘어도락가’의 삶과 공부, 영상번역가로 산다는 것:프리랜서에서 1인 기업가로 입니다."
스칸디나비아지방 장르에서 인기 있는 도서는 무엇인가요?,"스칸디나비아지방 장르에서 인기 있는 도서는 거의 완벽에 가까운 사람들, (대담하고 역동적인) 바이킹, 바이킹의 땅, 북유럽 , 북유럽인 이야기:행복한 나라의 멜랑콜리한 사람들 입니다."
"연구법, 연구방법 및 교육 장르에서 인기 있는 도서는 무엇인가요?","연구법, 연구방법 및 교육 장르에서 인기 있는 도서는 넘버스 스틱! :1초 만에 착 달라붙는 숫자 스토리텔링의 기술  입니다."
"학습지도, 교육방법 장르에서 인기 있는 도서는 무엇인가요?","학습지도, 교육방법 장르에서 인기 있는 도서는 잠수네 초등 1, 2학년 공부법:영어·수학·국어, 수학 잘하는 아이는 이렇게 공부합니다:수학이 어려운 엄마를 위한 전략적 학습 로드맵 , 잠수네 초등 3,4학년 공부법:영어·수학·국어·사회·과학, (진짜 공부 잘하는 아이들의 비밀) 집공부, 공부를 해야 하는 12가지 이유, 서울대 합격생 엄마표 공부법:서울대 합격생 엄마들의 입시 성공 노하우 전격 공개, 잠수네 초등 5,6학년 공부법:초등 5,6학년, 지금이 입시 성공의 적기다!, 초등 공부 습관의 모든 것:공부 잘하는 힘은 어디에서 올까?, 초등 공부 습관의 힘, 강남 코디의 중고등학생 공부법 입니다."
생물진화 장르에서 인기 있는 도서는 무엇인가요?,"생물진화 장르에서 인기 있는 도서는 다정한 것이 살아남는다 , 이기적 유전자, 생명의 모험, (세상에서 가장 쉬운) 생물진화 강의 , 다윈 할아버지의 진화 이야기:보고 또 보는 과학 그림책, 느끼고 아는 존재 :인간의 마음은 어떻게 진화했을까 , 유전과 게놈, 유전자는 우리를 어디까지 결정할 수 있나, 크리스퍼가 온다, 굉장한 것들의 세계 :가장 크고, 가장 빠르고, 가장 치명적인 생물의 진화  입니다."
노동문제 장르에서 인기 있는 도서는 무엇인가요?,"노동문제 장르에서 인기 있는 도서는 임금님의 마지막 옷:옷을 짓는 침선장 이야기, (직업 옆에 직업 옆에) 직업, 처음 만나는 직업책, 어린이를 위한 미래직업 100 , 책 만드는 이야기, 들어 볼래?, (저학년을 위한)직업책, 국제무대에서 꿈을 펼치고 싶어요 :어린이를 위한 글로벌 직업 백과 , 나는 커서 어떤 일을 할까? , 성적은 짧고 직업은 길다, 심리학으로 밥먹고 살기 :심리학의 직업 세계를 말하다 =Psychology  입니다."
산수 장르에서 인기 있는 도서는 무엇인가요?,"산수 장르에서 인기 있는 도서는 숫자 갖고 놀고 있네:수학을 포기할 수 없는 당신이 알아야 할 최소한의 지식, (미국 수학 교과서의 개념을 바꾼 기적의) 인도 베다수학 계산법, (신기한 숫자나라)넘버랜드, 분수의 변신, 위험한 숫자들 :숫자는 어떻게 진실을 왜곡하는가  입니다."
"법어, 신앙록, 신앙생활 장르에서 인기 있는 도서는 무엇인가요?","법어, 신앙록, 신앙생활 장르에서 인기 있는 도서는 (전현수 박사의) 불교정신치료 강의, 참선 매뉴얼:언제나 어디서나 건강한 마음과 행복한 삶을 위한 매일의 트레이닝, 선원일기:화두 하나로 죽고사는 선사들의 수행 이야기, 지금 이대로 좋다, 질문이 멈춰지면 스스로 답이 된다:나와 세상에 속지 않고 사는 법, (법륜 스님의) 행복:행복해지고 싶지만 길을 몰라 헤매는 당신에게, 도솔천에서 만납시다 :백봉 김기추 거사 법어집 , 사마타와 위빠사나, 생활 속의 불법 수행:대행 스님과의 신행 문답, 스님의 주례사 :행복한 결혼생활을 위한 남녀 마음 이야기  입니다."
해석학 장르에서 인기 있는 도서는 무엇인가요?,"해석학 장르에서 인기 있는 도서는 (이해하는) 미적분 수업, 미적분으로 바라본 하루, 더 이상한 수학책 :펼치는 순간 단숨에 이해되는 미적분의 비밀 , 신의 방정식 오일러 공식:세상에서 가장 아름다운 공식 다섯 숫자의 비밀을 풀다, 미적분의 힘 :복잡한 세상을 푸는 단순하고 강력한 도구 , (세상에서 가장 재미있는)미적분, (만화) 미적분 7일만에 끝내기, (쉽고 재미 있는) 직관 미·적분 , (일상의 무기가 되는)수학 초능력=Math power:미적분 편, (초딩도 아는) 미분적분 입니다."
기업경영 장르에서 인기 있는 도서는 무엇인가요?,"기업경영 장르에서 인기 있는 도서는 모두, 함께, 잘, 산다는 것, 젊은 소셜벤처에게 묻다:어떻게 비즈니스로 세상을 바꾸는가?, 40일간의 산업일주 =Around industries in 40 days :미래시장의 통찰력을 키우는 산업견문록 , 독점의 기술 :먼저 찾고, 차지하고, 지켜라! , 유니콘=Unicorn:게임 체인저들이 세상을 바꾸고 있다, 협동조합 클로즈업:만들 땐 몰랐던 협동조합의 어려움, 굿 컴퍼니:착한 회사가 세상을 바꾼다, 나도 부자가 될래요:어린이의 미래를 바꾸는 생활 속 경제동화, 나보다 우리가 똑똑하다:모두를 위한 따뜻한 경제, 협동조합 이야기, 실무에서 바로 써먹는 협동조합 업무지식 입니다."
인류학(자연인류학) 장르에서 인기 있는 도서는 무엇인가요?,"인류학(자연인류학) 장르에서 인기 있는 도서는 (정재승의) 인류 탐험 보고서, (정재승의) 인류 탐험 보고서:어린이를 위한 호모 사피엔스 뇌과학, (어린이를 위한) 사피엔스, 진화의 배신, 왜 호모 사피엔스만 살아남았을까?, 감염병 인류 :균은 어떻게 인류를 변화시켜왔나 , 이기적 유인원:끝없는 진화를 향한 인간의 욕심, 그 종착지는 소멸이다, 오리진 :지구는 어떻게 우리를 만들었는가 , 우리는 모두 2％ 네안데르탈인이다, (이상희 선생님이 들려주는) 인류 이야기 입니다."
북구철학 장르에서 인기 있는 도서는 무엇인가요?,"북구철학 장르에서 인기 있는 도서는 불안의 개념 / 죽음에 이르는 병, 키르케고르 실존 극장 입니다."
동남아시아 장르에서 인기 있는 도서는 무엇인가요?,"동남아시아 장르에서 인기 있는 도서는 미얀마(버마)에서 태양을 보다, 동남아시아사:창의적인 수용과 융합의 2천년사, 두 얼굴의 필리핀, 적과의 대화:1997년 하노이, 미국과 베트남의 3박 4일 입니다."
"20대, 미상에서 인기 있는 도서는 무엇인가요?","20대, 미상에서 인기 있는 도서는 1984, 시나몬 스틱:고은주 소설, 악플러 수용소, 대한 독립 만세:3· 1운동 100주년 기념 소설집 입니다."
기술이론 장르에서 인기 있는 도서는 무엇인가요?,기술이론 장르에서 인기 있는 도서는 이상한 미래 연구소:전 세계 '너드'들이 열광한 과학 블로거의 대담한 미래 예측 입니다.
기초의학 장르에서 인기 있는 도서는 무엇인가요?,"기초의학 장르에서 인기 있는 도서는 (정재승의) 인간탐구보고서, 미래가 온다, 뇌과학, 우리 몸의 구멍, (초등학생이 알아야 할) 우리 몸 100가지, 기생충 세계에서 살아남기=Survival in parasite, 끝내주는 똥 이야기, (정재승의) 인간 탐구 보고서, 도와줘요, 뼈다귀 아저씨! 키 크고 싶어요, 똥 공장, 테마파크 되다!, 정재승의 인간탐구보고서:어린이를 위한 뇌과학 프로젝트 입니다."
종교 장르에서 인기 있는 도서는 무엇인가요?,"종교 장르에서 인기 있는 도서는 무신론자를 위한 종교 , 종교, 최대한 쉽게 설명해 드립니다:선한 신이 창조한 세상에 왜 악이 존재하는가?:종교의 본질에 관한 24가지 질문 입니다."
이론화학과 물리화학 장르에서 인기 있는 도서는 무엇인가요?,"이론화학과 물리화학 장르에서 인기 있는 도서는 세상을 이루는 모든 원소 118:비주얼 원소 백과, (머릿속에 쏙쏙!) 원소 노트, 주기율표로 세상을 읽다:우주, 지구, 인체를 이해하는 또 하나의 방법, 진짜 궁금했던 원소 질문 30:청소년이 묻고 화학자가 답한다, 주기율표를 읽는 시간:신비한 원소 사전, 일곱 원소 이야기, (재밌어서 밤새 읽는) 원소 이야기, (청소년을 위한) 사라진 스푼, 원소와 주기율표, 원소의 세계사:주기율표에 숨겨진 기상천외하고 유쾌한 비밀들 입니다."
"도서학, 서지학 장르에서 인기 있는 도서는 무엇인가요?","도서학, 서지학 장르에서 인기 있는 도서는 책, 어디까지 아니?, 세상은 한 권의 책이었다, 책의 우주, 불멸의 서 77, 책이었고 책이며 책이 될 무엇에 관한, 책 입니다."
"국방, 군사학 장르에서 인기 있는 도서는 무엇인가요?","국방, 군사학 장르에서 인기 있는 도서는 미술관에서 만난 전쟁사:승자와 패자의 운명을 가른 역사의 한 장면, 토인비의 전쟁과 문명, 나, 펑더화이에 대하여 쓰다, 어둠의 세계 :무기산업을 둘러싼 부패의 내막과 전쟁 기획자들  입니다."
포유류 장르에서 인기 있는 도서는 무엇인가요?,"포유류 장르에서 인기 있는 도서는 돌고래는 물고기가 아니야, 고래를 사랑해야 하는 10가지 이유, 곰은 겨울에 똥을 안 싼대, 북극곰, 코끼리, 고양이, 코끼리는 할머니가 대장이래, 코끼리를 사랑해야 하는 10가지 이유:사라져 가는 동물 그림책, (인간의 오랜 친구) 개, 박쥐:하늘을 나는 포유류 입니다."
